BILLING_ACCT_ID_NUM,STATE_DATE,AAA_SESSION_COMPLETED_FLAG,AVG_MTBE_M1,AVG_MTBE_M2,AVG_MTBE_M3,AVG_NUM_INTERRUPT_ALARMS_M1,AVG_NUM_INTERRUPT_ALARMS_M2,AVG_NUM_INTERRUPT_ALARMS_M3,BLACKLISTED_FLAG,BOLT_ON_FLAG,NON_BOLT_ON_FLAG,CORPORATE_CUSTOMER_FLAG,NON_RESIDENTIAL_FLAG,INSTALLATION_CHARGES_FLAG,TARGET_COMPLAINT_FLAG,DAYTME_OTG_DUR_M1,DAYTME_OTG_DUR_M2,DAYTME_OTG_DUR_M3,HIGH_LOW_MRC_M1,HIGH_LOW_MRC_M2,HIGH_LOW_MRC_M3,INTL_INC_DUR_M1,INTL_INC_DUR_M2,INTL_INC_DUR_M3,M1_FAILURE_REASON_CD,M1_FAILURE_REASON_DESC,MAPPED_PON_ID,MOB_INC_DUR_M1,MOB_INC_DUR_M2,MOB_INC_DUR_M3,NGHTTME_OTG_DUR_M1,NGHTTME_OTG_DUR_M2,NGHTTME_OTG_DUR_M3,OFFNET_INC_DUR_M1,OFFNET_INC_DUR_M2,OFFNET_INC_DUR_M3,ONNET_INC_DUR_M1,ONNET_INC_DUR_M2,ONNET_INC_DUR_M3,PAIRED_PON_PROTECTION_STATUS,PON_AVG_DOWNSTREAM_BANDWIDTH,PON_AVG_UPSTREAM_BANDWIDTH,PON_MAX_DOWNSTREAM_BANDWIDTH,PON_MAX_UPSTREAM_BANDWIDTH,PON_BW_MARGIN_FACTOR,PON_IS_IN_COMPLAINT_BASE,PON_PROTECTION_STATUS,POWERLEVEL_M1_CAT,POWERLEVEL_M2_CAT,POWERLEVEL_M3_CAT,SPEED_STEEPNESS_CAT,SPEED_TREND_SLOPE_MBPS,TOTAL_USAGE_M1_CAT,TOTAL_USAGE_M2_CAT,TOTAL_USAGE_M3_CAT,VAS_DESC,WKDAY_DUR_M1,WKDAY_DUR_M2,WKDAY_DUR_M3,WKND_DUR_M1,WKND_DUR_M2,WKND_DUR_M3
3970698023,2026-08-30,0,18322.72,37566.73,45811.31,5,18,7,0,1,0,0,1,1,0,18451.5,136136.8,73348.6,L,M,M,4978.3,933.8,338.1,2,DHCP_FAIL,PON-93082,65397.3,67517.1,72701.6,660.1,120837.9,118134.4,16349.3,27493.4,66976.8,15487.3,14805.4,19872.0,UNPROTECTED,419.86,118.32,532.05,132.68,0.536,0,PROTECTED,HIGH,MEDIUM,MEDIUM,GRADUAL,-6.6,HIGH,HIGH,HIGH,CLOUD_STORAGE,169042.8,31875.9,124379.8,73828.5,26093.5,131748.5
3445687486,2026-08-30,1,34894.39,14717.5,42528.09,18,0,3,0,0,1,0,0,1,0,108508.8,163563.2,78192.1,H,H,H,1475.3,2653.8,2370.3,15,POWER_CYCLE,PON-35075,48148.0,46701.8,85452.7,66987.2,18798.9,37636.4,58098.3,29148.6,3748.6,48242.0,9649.6,11324.0,PROTECTED,283.93,262.42,405.4,331.57,0.877,0,PROTECTED,HIGH,MEDIUM,MEDIUM,FLAT,44.679,LOW,HIGH,MEDIUM,PARENTAL_CONTROL,52910.4,105002.4,475609.9,85874.2,84470.1,120287.1
3893121120,2026-08-30,1,29755.29,44476.16,48232.6,9,7,4,0,1,0,0,0,0,0,150390.1,158485.0,120772.9,L,L,H,3945.3,4230.9,4201.3,5,DHCP_FAIL,PON-11725,50315.9,32312.8,39995.1,908.7,13011.9,94654.2,15757.3,79585.9,13951.3,45103.6,21468.6,43638.5,UNPROTECTED,673.29,252.71,925.6,280.94,0.565,0,PROTECTED,CRITICAL,MEDIUM,CRITICAL,GRADUAL,3.429,HIGH,MEDIUM,MEDIUM,NONE,250902.4,77209.7,280608.8,25012.8,61882.0,163053.1
3677919010,2026-08-30,0,10461.09,38127.44,23328.45,10,17,16,0,0,1,0,1,0,0,84717.1,98260.7,43978.0,H,L,L,2777.8,353.3,351.6,10,DHCP_FAIL,PON-68310,9005.5,28677.4,66858.5,11249.8,142435.9,23060.3,23301.1,44449.2,3879.6,52549.0,46536.2,28112.7,PARTIAL,604.21,94.6,692.15,96.38,1.731,0,PROTECTED,MEDIUM,CRITICAL,CRITICAL,FLAT,-34.252,LOW,HIGH,MEDIUM,VOIP,96130.1,61950.2,13570.0,76565.0,135354.9,13652.6
3778383496,2026-08-30,1,28200.46,34939.69,2468.93,25,15,11,0,0,1,0,0,0,0,59882.3,140891.7,160858.4,L,H,L,3058.8,152.4,91.2,5,LINK_DOWN,PON-16848,66621.7,13602.7,40021.2,64591.5,69457.0,54569.5,40523.6,55150.4,15369.1,36125.3,41703.8,1876.6,PARTIAL,245.32,178.98,260.52,242.32,1.372,0,PROTECTED,LOW,HIGH,HIGH,FLAT,-5.023,MEDIUM,MEDIUM,MEDIUM,NONE,317092.9,463141.7,410355.8,171346.1,27193.9,138177.4
3759899440,2026-08-30,0,44107.17,14002.44,4269.75,3,21,3,0,0,1,0,0,1,0,9476.8,15651.8,87507.3,L,L,L,4929.3,2325.8,124.7,13,TIMEOUT,PON-13644,86568.7,54931.8,47849.3,12288.0,94535.3,108654.0,38936.8,51477.0,342.6,25374.4,39951.2,57596.5,PROTECTED,489.28,335.08,709.62,427.06,1.271,0,UNPROTECTED,MEDIUM,MEDIUM,MEDIUM,FLAT,-29.711,MEDIUM,HIGH,VERY_HIGH,STATIC_IP,95046.2,6923.8,98379.0,28072.2,46546.3,143118.1
3194638707,2026-08-30,0,33374.98,35476.33,19574.78,12,6,15,0,0,1,0,0,0,0,4955.6,151604.2,141248.8,L,H,L,3269.9,4780.9,2556.4,1,PPP_FAIL,PON-94342,14143.1,44659.7,52491.0,41349.8,3489.1,94750.3,48068.0,66233.9,40336.8,25598.1,49765.7,8865.2,PARTIAL,301.82,244.21,430.71,332.61,1.332,0,UNPROTECTED,HIGH,MEDIUM,MEDIUM,FLAT,37.803,MEDIUM,VERY_HIGH,HIGH,PARENTAL_CONTROL,61753.1,300928.9,393018.2,116804.4,142275.2,55032.7
3363906030,2026-08-30,1,23642.4,47412.57,12958.59,5,20,5,0,0,1,1,1,0,1,86005.3,192366.6,16288.5,H,L,M,4494.1,1395.0,4058.0,7,LINE_FAULT,PON-54608,36610.6,51218.6,77572.6,98323.7,41806.5,28179.1,34995.6,68946.0,42265.2,11640.0,16627.8,21204.4,PARTIAL,10.83,32.15,11.12,33.56,0.879,0,UNPROTECTED,MEDIUM,MEDIUM,MEDIUM,GRADUAL,19.09,MEDIUM,VERY_HIGH,MEDIUM,NONE,484543.4,473736.9,352581.2,81327.4,31244.9,39129.9
3466721003,2026-08-30,1,16147.05,4668.84,8580.04,14,23,0,0,0,1,1,0,0,0,176669.1,16995.0,93993.1,H,H,H,3628.8,4795.9,637.1,11,NO_FAILURE,PON-20084,4866.7,21535.7,97750.6,46292.3,75809.6,128751.4,73557.9,45060.5,52631.3,39047.9,20381.0,23087.7,PROTECTED,769.83,179.95,1086.87,269.52,1.402,0,UNPROTECTED,MEDIUM,LOW,HIGH,STEEP,-15.876,VERY_HIGH,HIGH,MEDIUM,STATIC_IP,329120.2,180026.6,484406.9,34107.3,84403.9,42770.5
3497791541,2026-08-30,1,4385.72,1.8e+18,47664.87,10,12,4,0,0,1,0,0,1,0,48812.6,167223.2,5643.9,H,H,L,636.9,4438.4,623.1,9,LINE_FAULT,PON-68910,2963.2,93861.1,44436.6,149647.3,132932.7,8002.6,67194.7,23564.5,30793.0,35104.1,2540.4,29365.8,PROTECTED,444.21,128.15,465.8,191.86,0.546,0,UNPROTECTED,MEDIUM,MEDIUM,MEDIUM,STEEP,2.782,MEDIUM,HIGH,HIGH,NONE,468225.5,263549.0,482789.7,2467.2,142576.1,39628.2
3043803765,2026-08-30,0,12306.89,11810.15,9851.44,1,7,13,0,1,0,0,0,1,0,114811.1,186596.0,135182.0,H,L,L,3497.1,1415.7,2842.7,12,DHCP_FAIL,PON-43227,98965.8,63859.1,34231.5,137445.3,40715.9,89282.4,70329.1,1824.0,256.6,9291.9,52124.7,47126.6,PARTIAL,482.76,258.45,498.04,318.54,1.469,0,PROTECTED,HIGH,HIGH,LOW,STEEP,16.948,MEDIUM,HIGH,LOW,NONE,244943.9,347891.8,137205.3,54668.7,153093.7,104756.4
3546569503,2026-08-30,0,658.22,19723.18,47973.03,2,17,29,1,1,0,0,0,0,0,136861.2,45237.8,68742.0,L,M,L,2421.6,4084.7,1171.5,3,DHCP_FAIL,PON-58268,49347.2,89960.1,37359.1,87796.5,116278.7,147573.1,50361.3,49152.3,53911.3,53139.8,34945.8,365.4,PROTECTED,483.91,247.75,667.46,355.03,1.602,0,UNPROTECTED,HIGH,HIGH,HIGH,FLAT,28.286,HIGH,LOW,HIGH,NONE,16701.2,158584.8,383224.8,12365.8,18976.2,27125.3
3154289491,2026-08-30,0,49332.63,37142.4,38065.86,26,17,7,0,1,0,0,0,1,0,12166.0,104962.2,189850.6,H,L,M,4594.0,3429.3,3651.1,9,TIMEOUT,PON-90897,35551.9,10927.1,13388.9,145042.1,99331.9,79725.7,50800.6,66037.5,4343.3,22108.1,17887.3,55948.3,PROTECTED,445.01,9.11,564.34,10.22,1.51,0,UNPROTECTED,MEDIUM,MEDIUM,MEDIUM,FLAT,-41.985,HIGH,MEDIUM,MEDIUM,NONE,287185.6,238826.0,158427.5,75353.7,170399.1,131857.2
3743375906,2026-08-30,0,11201.86,23764.7,32083.19,1,2,8,0,0,1,0,0,1,0,30620.1,185571.6,64824.8,M,M,H,4034.2,2559.1,4748.2,15,AUTH_FAIL,PON-31404,27487.7,62285.1,29693.9,130202.6,17290.6,120100.8,48735.9,36043.2,69293.6,2984.3,4165.0,38759.4,UNPROTECTED,239.14,245.04,288.71,335.41,0.998,0,UNPROTECTED,CRITICAL,HIGH,HIGH,GRADUAL,-47.748,LOW,MEDIUM,HIGH,NONE,279164.4,408551.4,314599.0,162042.0,144794.5,21015.7
3683048952,2026-08-30,0,40762.31,28579.46,33833.35,24,17,7,0,1,0,0,0,1,0,66255.4,192045.2,112761.2,H,L,L,520.7,2114.6,3830.2,7,TIMEOUT,PON-68184,98001.3,84946.2,8644.7,47834.8,44006.3,89277.1,34790.7,13176.5,1812.3,19672.9,43404.6,57038.9,UNPROTECTED,777.55,295.27,1128.95,425.07,1.739,0,PROTECTED,CRITICAL,HIGH,LOW,STEEP,-38.555,VERY_HIGH,LOW,HIGH,STATIC_IP,7487.8,372677.8,298873.0,143937.1,67858.9,5377.9
3922527838,2026-08-30,1,8515.38,15776.33,16640.57,28,4,11,0,1,0,1,1,1,0,134018.6,25576.5,51477.5,H,L,L,669.6,4077.5,4385.9,3,AUTH_FAIL,PON-84563,25225.1,33092.1,42789.4,112439.4,35679.6,117463.2,25768.5,23046.6,42438.0,52191.4,44924.3,49043.4,UNPROTECTED,501.12,308.65,711.42,434.37,1.573,0,PROTECTED,MEDIUM,MEDIUM,HIGH,GRADUAL,-10.5,LOW,VERY_HIGH,MEDIUM,SPEED_BOOST,430621.0,404224.7,27271.8,189476.7,152760.6,63858.0
3744762154,2026-08-30,0,14251.7,7150.33,1.8e+18,14,17,22,0,0,1,1,0,0,0,87807.0,69800.8,124022.5,M,L,M,348.1,3965.4,2597.9,17,TIMEOUT,PON-48139,72570.8,19514.3,16735.7,20524.8,66379.1,98339.1,47360.2,40799.1,71593.4,55017.4,39970.7,55670.3,UNPROTECTED,540.03,28.3,555.59,39.79,0.692,0,UNPROTECTED,MEDIUM,HIGH,LOW,FLAT,-3.329,MEDIUM,HIGH,LOW,SPEED_BOOST,309985.3,493670.1,2590.9,85403.1,145659.8,38371.9
3366642656,2026-08-30,1,20972.04,13419.99,9415.94,9,28,9,0,1,0,0,0,1,0,146839.0,139628.9,93408.5,H,M,L,2466.2,3784.7,4161.6,16,TIMEOUT,PON-97311,28375.8,26502.1,34640.7,102682.7,95300.1,103669.8,2042.5,66934.5,45799.2,29423.9,12226.9,36060.0,PARTIAL,369.29,124.95,483.05,153.88,0.793,0,PROTECTED,HIGH,HIGH,LOW,GRADUAL,-36.354,MEDIUM,MEDIUM,HIGH,SECURITY_SUITE,372345.6,185163.7,28882.0,141560.3,120178.2,197732.4
3967509731,2026-08-30,0,16287.84,42998.05,46891.5,24,16,20,0,1,0,0,1,1,0,173519.6,44311.7,74125.7,L,L,L,403.9,4991.3,914.5,14,MODEM_RESET,PON-50347,7049.0,27293.4,79357.8,73662.3,65013.0,34171.7,596.5,13740.3,48673.3,57380.4,54793.0,21438.5,PARTIAL,237.41,171.4,329.08,241.67,1.456,0,PROTECTED,LOW,HIGH,MEDIUM,GRADUAL,-8.885,HIGH,MEDIUM,MEDIUM,NONE,246960.6,373545.6,63971.0,133068.3,111696.2,60599.3
3410850353,2026-08-30,0,39937.71,30160.61,15159.49,30,23,27,0,0,1,0,0,1,1,151674.5,64954.1,40737.9,M,L,M,3618.4,2392.6,341.7,16,NO_FAILURE,PON-51327,68327.7,44719.9,24592.8,2523.9,36680.5,111273.1,68131.3,48972.0,54528.9,52514.5,45189.5,26574.8,PROTECTED,60.84,76.01,77.59,102.26,0.934,0,PROTECTED,MEDIUM,MEDIUM,MEDIUM,STEEP,-5.838,LOW,HIGH,MEDIUM,NONE,309201.2,301392.3,128826.2,43409.3,146940.7,44412.8
3325825357,2026-08-30,0,47888.9,18961.63,12833.81,3,9,29,0,0,1,1,1,1,0,198449.4,4658.2,22304.3,M,L,L,2761.8,4034.6,3279.8,16,AUTH_FAIL,PON-89576,163.1,32596.4,61189.5,41134.5,104381.8,35686.5,3713.9,60269.5,9792.7,49513.8,39465.4,39481.9,PROTECTED,286.68,171.19,427.58,182.53,0.679,0,PROTECTED,MEDIUM,MEDIUM,MEDIUM,GRADUAL,-39.091,LOW,MEDIUM,MEDIUM,PARENTAL_CONTROL,128734.9,333302.4,453477.6,60716.5,199852.0,39354.0
3905535764,2026-08-30,0,43777.19,39516.31,35587.02,29,28,17,0,0,1,0,1,1,0,150872.2,30704.3,23975.8,L,L,L,4179.4,4312.4,259.8,15,TIMEOUT,PON-67232,67574.9,27127.4,90118.1,143307.3,87670.7,147096.0,41983.6,74883.8,53994.2,51582.6,39056.6,25615.9,PROTECTED,149.12,33.1,200.27,34.99,0.732,0,PROTECTED,CRITICAL,MEDIUM,LOW,FLAT,41.666,HIGH,HIGH,MEDIUM,IPTV,486878.9,369937.0,259316.3,105965.9,115710.4,74770.6
3370459705,2026-08-30,0,7763.54,3316.43,32856.79,29,25,22,0,0,1,0,1,0,0,170435.8,112465.9,199808.0,H,H,L,1399.0,1058.0,4462.4,10,LINK_DOWN,PON-88182,25037.7,64851.2,56692.9,47374.7,77897.1,34168.1,49199.0,9336.3,70428.4,22912.5,54261.5,43900.4,UNPROTECTED,533.05,49.72,560.81,68.91,0.748,0,UNPROTECTED,MEDIUM,LOW,LOW,FLAT,9.915,LOW,VERY_HIGH,HIGH,SPEED_BOOST,200360.0,374865.7,398445.9,159331.5,161743.6,121169.8
3076343185,2026-08-30,0,38856.76,12769.17,22619.82,4,28,28,0,1,0,0,0,1,0,166473.3,130618.0,82462.1,L,L,H,2595.7,210.3,3457.8,0,DHCP_FAIL,PON-81136,74610.4,5303.2,19379.3,27218.2,83162.9,35502.6,15853.7,74111.3,77937.7,45388.1,55698.4,5510.9,UNPROTECTED,704.41,269.13,774.25,353.3,1.217,0,UNPROTECTED,HIGH,MEDIUM,HIGH,FLAT,-11.146,MEDIUM,MEDIUM,LOW,NONE,81163.3,442872.6,419155.9,92362.5,148854.7,156389.1
3469555810,2026-08-30,1,7482.55,11582.15,31659.07,1,22,24,0,1,0,0,0,1,0,146053.2,129782.4,385.9,M,L,L,587.4,2023.7,4761.0,12,CONGESTION,PON-74112,76975.0,34036.4,34476.6,28129.7,33285.1,128801.0,71658.5,48117.4,35444.2,34640.3,35738.2,49799.2,PARTIAL,249.18,108.72,352.12,136.95,1.411,0,UNPROTECTED,MEDIUM,HIGH,MEDIUM,FLAT,0.691,HIGH,MEDIUM,MEDIUM,PARENTAL_CONTROL,27957.7,174660.8,367471.5,45548.3,171161.7,72915.2
3795679974,2026-08-30,1,45677.72,49269.69,8058.7,22,20,9,0,1,0,0,0,0,0,160360.4,155672.1,190585.8,M,M,M,4423.1,4283.7,1569.4,5,POWER_CYCLE,PON-31733,72410.7,68975.2,59036.9,71882.0,102064.7,36447.9,15207.7,61336.1,27560.4,43181.0,25000.2,12251.3,UNPROTECTED,272.98,286.01,409.03,415.75,0.765,0,PROTECTED,MEDIUM,MEDIUM,HIGH,STEEP,-18.58,HIGH,MEDIUM,HIGH,CLOUD_STORAGE,318086.0,326740.7,195692.6,198693.1,190905.0,125194.2
3189471358,2026-08-30,0,25942.14,35334.32,33699.08,2,16,4,0,0,1,0,0,0,0,186936.6,83056.3,3996.0,H,L,L,875.0,1445.5,2430.8,16,LINE_FAULT,PON-45895,2448.3,17585.0,50661.1,126397.4,58125.1,54135.4,70761.2,4302.0,60264.8,10667.2,21824.0,56636.9,PROTECTED,539.59,24.0,566.12,31.92,1.569,0,PROTECTED,HIGH,MEDIUM,HIGH,GRADUAL,35.433,MEDIUM,LOW,LOW,SPEED_BOOST,491689.9,140145.2,431929.7,23115.8,38616.6,96412.0
3462940570,2026-08-30,0,16885.42,30927.52,13603.47,18,28,3,0,0,1,0,0,1,0,95041.5,54698.1,83717.2,L,M,L,511.8,3500.1,3708.5,9,LINK_DOWN,PON-87799,70373.7,22092.8,14862.0,113700.3,54520.2,107196.0,61039.2,40491.9,43429.9,43883.6,49144.7,9332.7,PARTIAL,127.92,227.27,134.34,272.29,0.922,0,PROTECTED,LOW,CRITICAL,LOW,FLAT,7.502,MEDIUM,MEDIUM,MEDIUM,NONE,447897.2,297284.4,371024.9,191177.8,33091.9,169299.1
3129921505,2026-08-30,0,7935.57,348.75,13714.52,2,26,27,0,1,0,0,0,0,0,127657.4,3116.1,143495.5,L,L,M,1025.3,36.7,1213.9,19,POWER_CYCLE,PON-65442,99014.6,20066.7,44679.6,65527.8,22460.1,23812.3,19259.4,49810.4,20584.4,57455.5,38676.3,7749.9,PROTECTED,744.26,159.62,1028.34,192.66,0.967,0,PROTECTED,LOW,MEDIUM,HIGH,FLAT,-0.51,VERY_HIGH,LOW,HIGH,NONE,351052.3,375587.6,371575.7,161809.3,117270.4,113808.4
3686478210,2026-08-30,0,689.27,9297.07,8192.78,21,12,17,0,0,1,0,1,1,0,102987.9,41326.0,182919.8,H,L,L,4031.2,1776.8,2709.2,12,MODEM_RESET,PON-35217,24262.5,92.6,54306.7,31309.0,89525.6,23860.8,12059.5,24546.7,13772.6,18159.8,4636.0,48712.6,PARTIAL,297.44,319.8,307.01,416.58,0.835,0,PROTECTED,MEDIUM,MEDIUM,MEDIUM,GRADUAL,41.089,MEDIUM,LOW,HIGH,STATIC_IP,495299.0,395500.5,450787.2,167778.7,89859.0,57978.3
3475704925,2026-08-30,0,12472.55,31813.51,1.8e+18,7,2,9,0,1,0,0,0,1,0,170207.4,62477.6,142577.3,L,H,M,529.1,3077.6,3297.3,11,CONGESTION,PON-39461,27423.9,47376.8,26733.3,6909.7,90399.7,72953.8,25298.6,34532.0,13618.4,59169.7,8531.2,49122.1,PARTIAL,89.95,314.66,93.03,434.27,1.678,0,UNPROTECTED,HIGH,MEDIUM,MEDIUM,GRADUAL,33.798,LOW,MEDIUM,MEDIUM,IPTV,361414.1,210062.3,299331.7,158983.5,114144.5,140717.5
3226909348,2026-08-30,0,45709.6,19047.99,16629.43,2,0,10,0,1,0,0,0,1,0,86271.9,35641.4,92725.2,H,M,L,3072.1,648.8,4894.0,19,TIMEOUT,PON-79823,81352.7,3895.9,61244.6,69394.5,51045.1,36554.5,31836.0,44343.9,36734.2,22702.6,54011.2,44325.6,PARTIAL,148.0,153.35,213.77,196.62,1.94,0,UNPROTECTED,MEDIUM,MEDIUM,LOW,FLAT,31.28,MEDIUM,LOW,HIGH,SECURITY_SUITE,169625.6,254360.1,264287.2,41634.2,159608.5,164012.9
3564499893,2026-08-30,1,39883.38,46221.59,22763.53,2,7,8,0,0,1,1,0,0,0,163945.4,4028.9,194888.4,L,L,M,3730.9,4483.0,3723.5,9,MODEM_RESET,PON-26036,16039.7,27294.0,7016.0,122216.3,128977.5,35348.7,19662.8,44203.8,13610.0,11983.4,53069.9,57631.8,PARTIAL,746.87,250.97,1045.79,314.81,1.239,0,PROTECTED,LOW,MEDIUM,HIGH,STEEP,-27.439,MEDIUM,HIGH,MEDIUM,NONE,300609.1,166924.9,445081.3,126516.5,186342.9,93088.1
3669813993,2026-08-30,0,48492.71,38259.74,9601.93,5,1,24,0,1,0,0,0,0,0,159870.9,31489.5,7863.9,H,H,H,3755.4,781.4,590.7,7,MODEM_RESET,PON-20088,66058.4,99480.3,33660.7,109452.3,126818.7,1385.8,79911.3,3348.9,1577.5,6737.2,57109.9,16232.4,PROTECTED,205.22,94.88,295.68,129.36,0.563,0,PROTECTED,MEDIUM,HIGH,MEDIUM,FLAT,-34.688,VERY_HIGH,LOW,MEDIUM,STATIC_IP,39883.3,84518.2,227230.9,151350.0,83483.2,197439.4
3940306094,2026-08-30,0,5128.0,22424.47,9731.08,16,6,18,0,0,1,0,0,1,0,192377.2,133219.9,197378.4,L,H,L,950.3,4549.0,2376.7,7,AUTH_FAIL,PON-78859,75502.6,91839.6,80427.7,61290.1,16358.1,55567.4,18372.2,35158.5,4167.1,47097.7,25671.1,49598.9,UNPROTECTED,533.19,234.26,706.61,316.87,0.891,0,PROTECTED,MEDIUM,MEDIUM,MEDIUM,FLAT,19.01,MEDIUM,HIGH,VERY_HIGH,PARENTAL_CONTROL,110841.2,130258.7,405785.3,149137.2,143586.5,175819.4
3437151918,2026-08-30,0,29649.72,37500.8,27132.75,2,3,27,0,0,1,0,0,1,0,49784.1,125917.1,169878.3,H,H,L,308.1,1081.9,2943.9,18,LINE_FAULT,PON-35954,3716.1,21507.6,25928.5,89205.4,104255.8,47737.6,66450.8,17105.5,74390.8,33289.5,47043.7,21122.4,UNPROTECTED,133.37,37.1,154.88,52.5,0.737,0,PROTECTED,LOW,MEDIUM,CRITICAL,FLAT,-3.136,LOW,MEDIUM,HIGH,SPEED_BOOST,208770.1,456068.5,26923.2,54313.1,39359.8,39390.9
3160688161,2026-08-30,1,12931.81,48772.68,6530.98,24,30,9,0,0,1,0,1,0,0,141923.9,187136.7,185786.0,L,L,L,2244.0,4971.4,733.1,15,PPP_FAIL,PON-78886,55376.2,31000.2,60517.7,65437.0,59075.2,4673.4,12729.4,73335.6,5836.9,18427.9,49693.5,32243.9,UNPROTECTED,163.34,176.67,237.36,182.2,1.764,0,PROTECTED,MEDIUM,LOW,MEDIUM,GRADUAL,18.371,MEDIUM,LOW,MEDIUM,PARENTAL_CONTROL,100909.2,154484.8,645.0,36223.9,106910.4,157351.2
3832678195,2026-08-30,0,27192.79,23102.94,34475.96,18,2,14,0,0,1,0,0,0,0,151383.9,159633.7,50954.5,H,L,M,1012.4,3023.7,2159.8,3,NO_FAILURE,PON-58025,57587.7,46370.5,41003.0,86852.4,149957.2,93185.0,78419.6,78126.4,5854.5,36507.0,18941.8,26736.0,PARTIAL,704.6,77.18,809.84,106.31,0.627,0,PROTECTED,MEDIUM,HIGH,HIGH,GRADUAL,26.063,LOW,LOW,MEDIUM,NONE,476750.5,487379.7,264146.2,65624.6,4361.0,120190.2
